"region";"nivå";"kjønn";"år";"statistikkvariabel";"09429: Personer 16 år og over, etter region, nivå, kjønn, år og statistikkvariabel"
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2021";"Personer 16 år og over";159
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2022";"Personer 16 år og over";159
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2023";"Personer 16 år og over";166
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2020";"Personer 16 år og over";84
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2021";"Personer 16 år og over";92
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2022";"Personer 16 år og over";94
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2023";"Personer 16 år og over";97
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2020";"Personer 16 år og over";69
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2021";"Personer 16 år og over";67
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2022";"Personer 16 år og over";65
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2023";"Personer 16 år og over";69
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2020";"Personer 16 år og over";22
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2021";"Personer 16 år og over";19
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2022";"Personer 16 år og over";20
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2023";"Personer 16 år og over";19
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2020";"Personer 16 år og over";8
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2021";"Personer 16 år og over";6
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2022";"Personer 16 år og over";7
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2023";"Personer 16 år og over";6
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2020";"Personer 16 år og over";14
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2021";"Personer 16 år og over";13
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2022";"Personer 16 år og over";13
"5436 Porsanger - Porsángu - Porsanki (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2023";"Personer 16 år og over";13
"5437 Kárásjohka - Karasjok (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2020";"Personer 16 år og over";2233
"5437 Kárásjohka - Karasjok (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2021";"Personer 16 år og over";2230
"5437 Kárásjohka - Karasjok (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2022";"Personer 16 år og over";2194
"5437 Kárásjohka - Karasjok (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2023";"Personer 16 år og over";2204
"5437 Kárásjohka - Karasjok (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2020";"Personer 16 år og over";1086
"5437 Kárásjohka - Karasjok (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2021";"Personer 16 år og over";1093
"5437 Kárásjohka - Karasjok (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2022";"Personer 16 år og over";1082
"5437 Kárásjohka - Karasjok (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2023";"Personer 16 år og over";1078
"5437 Kárásjohka - Karasjok (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2020";"Personer 16 år og over";1147
"5437 Kárásjohka - Karasjok (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2021";"Personer 16 år og over";1137
"5437 Kárásjohka - Karasjok (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2022";"Personer 16 år og over";1112
"5437 Kárásjohka - Karasjok (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2023";"Personer 16 år og over";1126
"5437 Kárásjohka - Karasjok (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";722
"5437 Kárásjohka - Karasjok (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";681
"5437 Kárásjohka - Karasjok (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";652
"5437 Kárásjohka - Karasjok (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";624
"5437 Kárásjohka - Karasjok (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";268
"5437 Kárásjohka - Karasjok (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";249
"5437 Kárásjohka - Karasjok (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";230
"5437 Kárásjohka - Karasjok (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";213
"5437 Kárásjohka - Karasjok (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2020";"Personer 16 år og over";454
"5437 Kárásjohka - Karasjok (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2021";"Personer 16 år og over";432
"5437 Kárásjohka - Karasjok (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2022";"Personer 16 år og over";422
"5437 Kárásjohka - Karasjok (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2023";"Personer 16 år og over";411
"5437 Kárásjohka - Karasjok (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";702
"5437 Kárásjohka - Karasjok (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";721
"5437 Kárásjohka - Karasjok (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";709
"5437 Kárásjohka - Karasjok (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";723
"5437 Kárásjohka - Karasjok (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2020";"Personer 16 år og over";313
"5437 Kárásjohka - Karasjok (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2021";"Personer 16 år og over";329
"5437 Kárásjohka - Karasjok (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2022";"Personer 16 år og over";326
"5437 Kárásjohka - Karasjok (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2023";"Personer 16 år og over";331
"5437 Kárásjohka - Karasjok (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2020";"Personer 16 år og over";389
"5437 Kárásjohka - Karasjok (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2021";"Personer 16 år og over";392
"5437 Kárásjohka - Karasjok (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2022";"Personer 16 år og over";383
"5437 Kárásjohka - Karasjok (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2023";"Personer 16 år og over";392
"5437 Kárásjohka - Karasjok (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";61
"5437 Kárásjohka - Karasjok (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";62
"5437 Kárásjohka - Karasjok (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";63
"5437 Kárásjohka - Karasjok (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";66
"5437 Kárásjohka - Karasjok (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";18
"5437 Kárásjohka - Karasjok (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";19
"5437 Kárásjohka - Karasjok (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";20
"5437 Kárásjohka - Karasjok (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";21
"5437 Kárásjohka - Karasjok (2020-2023)";"11 Fagskolenivå";"1 Menn";"2020";"Personer 16 år og over";43
"5437 Kárásjohka - Karasjok (2020-2023)";"11 Fagskolenivå";"1 Menn";"2021";"Personer 16 år og over";43
"5437 Kárásjohka - Karasjok (2020-2023)";"11 Fagskolenivå";"1 Menn";"2022";"Personer 16 år og over";43
"5437 Kárásjohka - Karasjok (2020-2023)";"11 Fagskolenivå";"1 Menn";"2023";"Personer 16 år og over";45
"5437 Kárásjohka - Karasjok (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2020";"Personer 16 år og over";593
"5437 Kárásjohka - Karasjok (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2021";"Personer 16 år og over";600
"5437 Kárásjohka - Karasjok (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2022";"Personer 16 år og over";607
"5437 Kárásjohka - Karasjok (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2023";"Personer 16 år og over";616
"5437 Kárásjohka - Karasjok (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2020";"Personer 16 år og over";396
"5437 Kárásjohka - Karasjok (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2021";"Personer 16 år og over";399
"5437 Kárásjohka - Karasjok (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2022";"Personer 16 år og over";405
"5437 Kárásjohka - Karasjok (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2023";"Personer 16 år og over";403
"5437 Kárásjohka - Karasjok (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2020";"Personer 16 år og over";197
"5437 Kárásjohka - Karasjok (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2021";"Personer 16 år og over";201
"5437 Kárásjohka - Karasjok (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2022";"Personer 16 år og over";202
"5437 Kárásjohka - Karasjok (2020-2023)";"03a Universitets- og høgskolenivå, kort";"1 Menn";"2023";"Personer 16 år og over";213
"5437 Kárásjohka - Karasjok (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2020";"Personer 16 år og over";141
"5437 Kárásjohka - Karasjok (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2021";"Personer 16 år og over";152
"5437 Kárásjohka - Karasjok (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2022";"Personer 16 år og over";150
"5437 Kárásjohka - Karasjok (2020-2023)";"04a Universitets- og høgskolenivå, lang";"0 Begge kjønn";"2023";"Personer 16 år og over";161
"5437 Kárásjohka - Karasjok (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2020";"Personer 16 år og over";88
"5437 Kárásjohka - Karasjok (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2021";"Personer 16 år og over";94
"5437 Kárásjohka - Karasjok (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2022";"Personer 16 år og over";98
"5437 Kárásjohka - Karasjok (2020-2023)";"04a Universitets- og høgskolenivå, lang";"2 Kvinner";"2023";"Personer 16 år og over";106
"5437 Kárásjohka - Karasjok (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2020";"Personer 16 år og over";53
"5437 Kárásjohka - Karasjok (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2021";"Personer 16 år og over";58
"5437 Kárásjohka - Karasjok (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2022";"Personer 16 år og over";52
"5437 Kárásjohka - Karasjok (2020-2023)";"04a Universitets- og høgskolenivå, lang";"1 Menn";"2023";"Personer 16 år og over";55
"5437 Kárásjohka - Karasjok (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2020";"Personer 16 år og over";14
"5437 Kárásjohka - Karasjok (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2021";"Personer 16 år og over";14
"5437 Kárásjohka - Karasjok (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2022";"Personer 16 år og over";13
"5437 Kárásjohka - Karasjok (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"0 Begge kjønn";"2023";"Personer 16 år og over";14
"5437 Kárásjohka - Karasjok (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2020";"Personer 16 år og over";3
"5437 Kárásjohka - Karasjok (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2021";"Personer 16 år og over";3
"5437 Kárásjohka - Karasjok (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2022";"Personer 16 år og over";3
"5437 Kárásjohka - Karasjok (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"2 Kvinner";"2023";"Personer 16 år og over";4
"5437 Kárásjohka - Karasjok (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2020";"Personer 16 år og over";11
"5437 Kárásjohka - Karasjok (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2021";"Personer 16 år og over";11
"5437 Kárásjohka - Karasjok (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2022";"Personer 16 år og over";10
"5437 Kárásjohka - Karasjok (2020-2023)";"09a Uoppgitt eller ingen fullført utdanning";"1 Menn";"2023";"Personer 16 år og over";10
"5438 Lebesby (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2020";"Personer 16 år og over";1102
"5438 Lebesby (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2021";"Personer 16 år og over";1067
"5438 Lebesby (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2022";"Personer 16 år og over";1068
"5438 Lebesby (2020-2023)";"00 Utdanningsnivå i alt";"0 Begge kjønn";"2023";"Personer 16 år og over";1059
"5438 Lebesby (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2020";"Personer 16 år og over";478
"5438 Lebesby (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2021";"Personer 16 år og over";471
"5438 Lebesby (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2022";"Personer 16 år og over";463
"5438 Lebesby (2020-2023)";"00 Utdanningsnivå i alt";"2 Kvinner";"2023";"Personer 16 år og over";472
"5438 Lebesby (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2020";"Personer 16 år og over";624
"5438 Lebesby (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2021";"Personer 16 år og over";596
"5438 Lebesby (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2022";"Personer 16 år og over";605
"5438 Lebesby (2020-2023)";"00 Utdanningsnivå i alt";"1 Menn";"2023";"Personer 16 år og over";587
"5438 Lebesby (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";419
"5438 Lebesby (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";397
"5438 Lebesby (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";376
"5438 Lebesby (2020-2023)";"01 Grunnskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";371
"5438 Lebesby (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";165
"5438 Lebesby (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";158
"5438 Lebesby (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";142
"5438 Lebesby (2020-2023)";"01 Grunnskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";140
"5438 Lebesby (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2020";"Personer 16 år og over";254
"5438 Lebesby (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2021";"Personer 16 år og over";239
"5438 Lebesby (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2022";"Personer 16 år og over";234
"5438 Lebesby (2020-2023)";"01 Grunnskolenivå";"1 Menn";"2023";"Personer 16 år og over";231
"5438 Lebesby (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";396
"5438 Lebesby (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";397
"5438 Lebesby (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";399
"5438 Lebesby (2020-2023)";"02a Videregående skolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";405
"5438 Lebesby (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2020";"Personer 16 år og over";162
"5438 Lebesby (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2021";"Personer 16 år og over";163
"5438 Lebesby (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2022";"Personer 16 år og over";160
"5438 Lebesby (2020-2023)";"02a Videregående skolenivå";"2 Kvinner";"2023";"Personer 16 år og over";167
"5438 Lebesby (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2020";"Personer 16 år og over";234
"5438 Lebesby (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2021";"Personer 16 år og over";234
"5438 Lebesby (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2022";"Personer 16 år og over";239
"5438 Lebesby (2020-2023)";"02a Videregående skolenivå";"1 Menn";"2023";"Personer 16 år og over";238
"5438 Lebesby (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2020";"Personer 16 år og over";38
"5438 Lebesby (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2021";"Personer 16 år og over";37
"5438 Lebesby (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2022";"Personer 16 år og over";41
"5438 Lebesby (2020-2023)";"11 Fagskolenivå";"0 Begge kjønn";"2023";"Personer 16 år og over";42
"5438 Lebesby (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2020";"Personer 16 år og over";13
"5438 Lebesby (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2021";"Personer 16 år og over";12
"5438 Lebesby (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2022";"Personer 16 år og over";15
"5438 Lebesby (2020-2023)";"11 Fagskolenivå";"2 Kvinner";"2023";"Personer 16 år og over";15
"5438 Lebesby (2020-2023)";"11 Fagskolenivå";"1 Menn";"2020";"Personer 16 år og over";25
"5438 Lebesby (2020-2023)";"11 Fagskolenivå";"1 Menn";"2021";"Personer 16 år og over";25
"5438 Lebesby (2020-2023)";"11 Fagskolenivå";"1 Menn";"2022";"Personer 16 år og over";26
"5438 Lebesby (2020-2023)";"11 Fagskolenivå";"1 Menn";"2023";"Personer 16 år og over";27
"5438 Lebesby (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2020";"Personer 16 år og over";189
"5438 Lebesby (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2021";"Personer 16 år og over";188
"5438 Lebesby (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2022";"Personer 16 år og over";192
"5438 Lebesby (2020-2023)";"03a Universitets- og høgskolenivå, kort";"0 Begge kjønn";"2023";"Personer 16 år og over";187
"5438 Lebesby (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2020";"Personer 16 år og over";114
"5438 Lebesby (2020-2023)";"03a Universitets- og høgskolenivå, kort";"2 Kvinner";"2021";"Personer 16 år og over";118
